"","restaurant_name","rating_review","review_id","title_review","review_full","date","city","author_id"
"243644","Paola_s_Restaurant",5,"review_525214917","Thoroughly enjoyed by all 4 of us. ","Went in quite late on a Friday night with no reservation but they got us in after a couple of minutes wait, very glad we did. All the meals were excellent and my gluten free spaghetti bolognese was especially nice. Very friendly staff and the whole place had a good vibe about it. Would have gone back more often but felt we should give other places in NYC a chance for the rest of the week!",2017-09-17,"New_York_City_New_York","UID_149852"
"316357","The_Clocktower",5,"review_545724494","Thanksgiving Time","We stayed at the hotel for a special holiday around Thanksgiving. I believe The Clocktower restaurant is a separate business, but hotel and restaurant worked as a team to make our stay as comfortable as possible following an unfortunate accident. The restaurant comprises of several atmospheric rooms filled with iconic photographs of the famous. We ate breakfast in the restaurant each day and particularly enjoyed the fruit, granola and yoghurt plus the Eggs Benedict. For Europeans, beware the large portions – each choice is designed to be a complete meal whereas we are more accustomed to having several lighter courses of fruit, juice then cooked breakfast. Our only criticism was the arctic a/c that appeared to reinstate itself as soon as it was turned off. On the evening following my accident, the restaurant manager, James, found us waiting for a table suitable to my invalided state. He and his staff acted with enormous generosity and kindness from that moment, alerting the hotel to my predicament. That evening, we ate from the normal restaurant menu and, though I was unable to enjoy anything due to pain, my husband loved his choices from the a la carte menu. We had booked the special dinner for Thanksgiving and, with pain more under control, we decided to make the most of the one part of our holiday that could not be spoiled. The courses were thoughtfully created and very well balanced showing off the skills of the chef, Jason Atherton, in creating a traditional Thanksgiving dinner with a delicious modern twist. The restaurant touched and surprised us with their next gesture which I will not detail here – but they know and for which we truly thank them. We were so impressed by both hotel and restaurant, we plan to come back when good health returns to do it all again properly.",2017-12-07,"New_York_City_New_York","UID_180294"
"311450","Ellen_s_Stardust_Diner",5,"review_118621647","It was great entertainment and good service.","We had breakfast one morning at the Stardust. It was fun! The waiters & waitresses are ""broadway hopefuls"" so they all take turns singing to prerecoded music while the others take orders, serve, & clean tables. It was really entertaining and it was well worth the visit!",2011-09-26,"New_York_City_New_York","UID_178010"
"120429","Gotham_Bar_Grill",4,"review_740457019","Christmas Eve Dinner","Following our Christmas tradition (our 3rd year) dining at Gotham Bar & Grill. The past dinners have been superb.....however I’m sad to say the service and menu selections have slightly declined. The ambience is very delightful.....just hope the new year will bring improvements to keep the Mitchelin rating.",2020-01-21,"New_York_City_New_York","UID_75456"
"32959","Tony_s_Di_Napoli_Midtown",3,"review_676431433","Good Italian food but with a strange approach on portions","We went there based on its high ranking on Trip Advisor. I wish I had read more about the details on the portions. The waiter suggested the portions be shared by 2 but they are really large enough for 3 or 4. It also limited the ability of each of us to order separate items. I am not sure what the rational behind the huge portions is, but it did not make for a nice meal because we ended up eating a lot of a couple of items. Also suprised to hear that you had to order pasta in addition to Tony's ""special"" dishes to make it a meat and pasta meal - so more ordering and more food. Overall it ruined what could have been a good meal. As far as the food quality - pasta - fried chicken - fried veal - it was good but really not anything outstanding or special. OK - probably would not go back - nothing special - kind of a tourist trap.",2019-05-25,"New_York_City_New_York","UID_28365"
"457257","Maya",5,"review_506886789","Real Mexican Food","I've been to Maya a handful of times and it is officially one of those ""In the back pocket"" restaurants. What I mean by that is this is a place that when you know you need a place to be a fail safe, an emergency savior, a great time, an always reliable, a bail a friend out because they need a great place to go, a last meal before you leave the country, etc etc, Maya should always be kept in your back pocket.  It starts from the top down and Corrina (The manager) delivers the best service I've ever experienced in a restaurant. It's rare when you're able to compliment the hostess, servers, and manager all at once every time you visit a restaurant but that's exactly what you get here. Because of the service and what Corrina and her staff deliver this will be a restaurant I always visit. Moving on from that, usually there are two sides of the coin with a restaurant. The service and the food. Those who frequent restaurants will pay for great food even if there is average service or pay for great service even if the food is average. Maya doesn't have to worry about this at all because they offer both great service and great food. Being a Mexican restaurant, there's usually two thoughts. Are you going to get tacos, burritos, and chips and salsa, or are you going to get chile rellenos, mole, and mexican street corn. Maya provides the latter as an authentic Mexican restaurant and not a Tex Mex place. There are a number of different guacamole types to try and I recommend all of them, especially the tuna. I'll be displaying a bunch of pictures to see how good the food looks and they are accurate visual descriptions of how they taste. I've had such a variety of dishes that the best thing for me to do for those reading this is to let you know what I don't recommend getting solely because everything else was just fantastic. I wasn't a fan of the Mahi Mahi. Other than that, please try everything else because you won't be disappointed.  For those of you who drink and like spice in your drinks, please have one of the Mercado and Pepino Margarita's and if you want to know which one out of the two have both. Those happen to be may favorite but it isn't a stretch to say all of the drinks (Except this drink designed like Key Lime Pie that Corrina said would be taken off the menu) are phenomenal. And don't you dare skip dessert. The Mexican donuts must be had but there's also a chocolate tres leches that takes the traditional tres leches up about 2 notches. All and all I rate this restaurant a 9.6 out of 10. The only reason it isn't a 10 is because there's a restaurant in the Maldives that is underwater that I have to reserve the 10 for :-) Thank you Maya!!!",2017-07-29,"New_York_City_New_York","UID_5788"
"145801","Prune",5,"review_129579212","Part Parisian part unique","You know you are going someplace special when the awnings are a hot pink amidst a city sidewalk landscape of grey, brown and black! Prune is a charmingly small restaurant with a Paris vibe, though doesn't try too hard at it. Given its location, you can't escape New York city. But I noticed there were people from all ages and demographics there, affirming its broad appeal. We went for lunch. The menu isn't too large, but each dish appears wholly unique. Our girls group ordered salads and shared french fries and desserts. The shaved celery salad with warm blue cheese covered toast was exceptional, with a lively onion accent to the celery. The classic caesar salad was outstanding, with a hint of anchovy in the dressing only, and huge buttery croutons topping it off. The ""sous chef"" salad was a delicious mix of greens and diced salami, cheese, etc.. very satisfying. The requisite side of french fries.. perfect, with just the right amount of sea salt. As for dessert - ooh la la. We shared chocolate churros.. delicious, light churros with a decadent chocolate sauce for dipping.. and the most magnificent ice cream ever! Mascarpone ice cream with salted caramel and croutons. It was a creamy, smooth texture with the ideal blend of salt and sweet, given the caramel and croutons. By far the favorite dish of the day for this group of girls. Inspiring enough to return just for that. But we'll happily return and order lunch again before indulging in dessert. Festive ambience.. music playing.. the sound of busy cooks filtering through the tiny restaurant. A memorable lunch. Can't wait to go back.",2012-05-08,"New_York_City_New_York","UID_7802"
"289341","Cafe_Fiorello",4,"review_534172702","Late lunch","Absolutely wonderful. The Calamari was perfect. I had the Veal Parm and my husband had the Al Forno . Both dishes were excellent.  We ended with the bucket of chocolate mousse. Of course we shared.  It's a great experience.",2017-10-18,"New_York_City_New_York","UID_169265"
"387105","I_Sodi",5,"review_638518805","One of the wows.","An great Italian Restaurant in Manhattan? Who'd have thought? Yes it's true there are some great ones and this one is near the top. I absolutely love The Village and SoHo for just this reason. You can walk into almost any restaurant and find spectacular food, even if you didn't plan on it. I Sodi is one great place and completely delicious. You don't have to make big plans, but rather can just walk into this semi-casual spot and eat something till your hearts content. Excellent pastas and meat dishes alike, there's something fantastic for all taste buds.",2018-12-10,"New_York_City_New_York","UID_5990"
"24004","Westway_Diner",4,"review_340101277","You won't be disappointed ","Visited here on friend's recommendation and was overwhelmed by the choices! Menu is huge and was so hard to pick! Hubby took the westway burger and I had my fav French toast with bacon and maple. Absolutely fab. Staff are lovely, very attentive. Superfast service and amazing desserts!",2016-01-14,"New_York_City_New_York","UID_21244"
"78527","Red_Farm",5,"review_393758754","Inventive and delicious!","This West Village location is conisderably smaller than the one on the Upper West Side -- according to their website it has 42 seats, and they point out that they are mostly at two big communal tables. There are, however, a few booths along the perimeter. There is one restroom. They do not take reservations, except for larger parties with prix fixe menus at certain times. So it takes some deliberate intent to eat here -- we have seen fairly-sized crowds gathered outside waiting for a table. We made a point of getting here when they first opened at 5 p.m. on a Friday, and were actually the very first customers to be seated, snagging a nice booth. Why go through all of the effort? You get super creative Asian-fusion food with happy service and really spectacular beverages in a casual farmhouse-like setting. Oh,and this location offers the huge advantage of being able to order an amazing Peking duck from the restaurant downstairs, too! Whenever we bring ""new"" people here or recommend this place we tell them they must get the Pac-Man dumplings (little seafood dumplings with eyes, in a row, chased by a fried sweet potato ""mouth"" sitting in guacamole) and the Katz's pastrami egg rolls .... and the Peking duck, which is pretty much the traditional dish prepared perfectly with the addition of a duck/miso soup shooter and in addition to the usual hoisin sauce they also give you a peanut sauce and a cranberry one. Everyone also loved the bacon and egg fried rice and the yuzu-wasabi shrimp. Somehow RedFarm always has super wonderful beverages, both alcoholic and non-alcoholic. I am partial to the Shiso Wonderful (why yes I am!) which is made with Brooklyn Gin, agave, lemon, cucumber, and shiso leaves. It's one of this cocktails that tastes so nice you forget there is a decent amount of alcohol in it, so beware! Non-alcoholic cocktails include a Thai basil lemonade and a blackberry ginger lime soda. Both are usually hits at our table. Regardless of whether you sit at a booth or at a section of one of the communal tables, space is at a premium. This makes it extra-important that the staff are on top of things like clearing plates and glasses and sequencing delivery of family-style dishes if you decide to eat that way (which I would say you ought to). The servers are on it. I think we only had to ask once for a water refill over the course of a lot of dishes coming and going. There is not a lot of room between tables, either, and the servers move quickly and seemingly effortlessly although I am certain this takes a lot of effort. The staff were all nothing but friendly and enthusiastic. So if you are up for a potential wait and some tightly packed but not uncomfortable space, you will find a fun and delicious menu that NYC visitors and locals alike would enjoy.",2016-07-17,"New_York_City_New_York","UID_2556"
"351943","Blue_Fin",5,"review_564276576","Best Yet","Excellent location to theater, roomy and well lit. Service was great and the food beyond good. For some maybe pricey but for us it was very reasonable.  This will be our go to place when in the city from now on.",2018-03-04,"New_York_City_New_York","UID_6003"
"157613","Ess_a_Bagel",4,"review_350621002","Yummy NY bagels!","Delicious and fresh NY bagels! So glad we stopped in. They were hot when we got them and totally worth the wait in line (which was out the door on Sunday morning, btw). We got a variety to bring home for us and our friends and they're all so good!",2016-02-24,"New_York_City_New_York","UID_86785"
"277579","Pampano_New_York",5,"review_400499731","Great brunch at Pampano and a very good value!","We recently had brunch on a Saturday at Pampano. We were unable to get a reservation for brunch that day via Open Table (fully booked, it said) but the concierge at our hotel was able to get us one. We were surprised when we got there at noon to find that the restaurant was mostly empty. They had some amazing deals there for brunch, especially if you like to drink a lot at brunch, which we weren't intending on! I did have a glass of sangria for $6, however, couldn't resist. I think the beers were $4, and there seemed to be some deal wherein for $16 (or something like that) you could get a brunch entree and unlimited margaritas or sangria. What a deal! There was also some unlimited brunch deal whereby if you paid around $40 you could get unlimited food and drinks (no thanks, but still a great deal!). The atmosphere is very nice, very attractive fans on the ceilings, the room is very appealing and there is also a 2nd floor patio (no one was out there on the day we were there, too hot). We ordered the tuna ceviche to share to start, very delicious, I would highly recommend this. One of us had a kind of steak sandwich, one of us had an omelet, and one of us had scrambled eggs with potatoes. All were excellent. The service was impeccable. All in all, a very good choice for brunch in the midtown area.",2016-08-02,"New_York_City_New_York","UID_82665"
"301640","Rosa_Mexicano",5,"review_203180687","Wonderful!","This is our second time at this place, and I can positively say that I love it. Service is A1. Food is wonderful, even if they call ""hot"" what I call mild. Will go back!",2014-04-28,"New_York_City_New_York","UID_173948"
"338541","Da_Umberto",5,"review_206173722","Great Food Amazing Staff","We attended a private party at Da Umberto. The food was delicious and the  staff worked very hard keeping drinks filled and making sure everyone was happy.",2014-05-19,"New_York_City_New_York","UID_77751"
"271752","Aureole_at_Home",5,"review_126508386","Modern, elegant, Outstanding","My wife and I were looking for a fine restaurant in new York, and a my brother had recommended Aureole as one of the best in New York. We were not disappointed. The restaurant is decorated in a modern elegant way. The service was really good, a little bit of a show at the moment of serving the food, but that's quite usual in fine restaurants. Every thing was presented in a very stylized (not over done) way. Food is traditional with a twist, it's not fusion it's more like ""progressive"". The wine list was good in quantity and quality, maybe a bit going to the expensive side. We really enjoyed it. Next time in New York we will definitely go back to try some other plates in the menu.",2012-03-22,"New_York_City_New_York","UID_161542"
"298956","Locanda_Verde",5,"review_287363641","Generous portions","We were with a large group. Locanda Verde gave us a beautiful private room. They brought out lots of appetizers. I've never had steak tartare before, so I can't compare it to other restaurants, but I was shocked how much I liked it; it was delicious! The Papparadelle, duck and fish (I can't remember if we had bass or halibut) was all great. The cherry & rhubarb crostata dessert is so unique and my favorite. The chocolate-sourdough tortino was dry. ",2015-07-09,"New_York_City_New_York","UID_25188"
"39966","Gnoccheria_by_Luzzo_s",4,"review_552084852","Great restaurant! Great food! Great staff! ","I visited here with my boyfriend and we had the trio dish of gnocchi to share! It was AMAZING! Best gnocchi I have ever had :)  The staff were very friendly and the restaurant had a great vibe, we ended up sitting in there for hours! Very reasonable price for nyc too! I would definitely recommend & cant wait to go back already! ",2018-01-06,"New_York_City_New_York","UID_33935"
"14065","The_Dead_Rabbit",4,"review_213512126","I love Rabbit, even Dead ones...!","Ok, so hokey title for my review. I didn't eat rabbit, I had the Fish N Chips. It was a nice combination of authentic and modern. (Wrap your head around that one.) The service was very good. There's a bathroom that was clean! This is the kind of bar you want to go with a buddy and shoot the (insert profanity). They won't judge you for ordering a cocktail, but the beer selection is excellent.",2014-07-03,"New_York_City_New_York","UID_7001"
"14424","The_Dead_Rabbit",5,"review_233378325","A downtown gem","Just go, read the reviews by Helen D and JosieK. This place is a must. It's almost a throw back to another time. Great food, lots of character and if you like a drink or four its a must. New York city is full of places that don't make the headlines and this is certainly one of them. Loads of awards by the way, You can't go wrong. Just enjoy",2014-10-08,"New_York_City_New_York","UID_13280"
"231267","Lafayette_Grand_Cafe_and_Bakery",2,"review_359364675","Don't bother","Burnt toast, greasy potatoes and watery poached eggs! Disappointed I wasted a brunch here when so many places to go in NY.",2016-03-28,"New_York_City_New_York","UID_3851"
"81145","Birdland",5,"review_236367161","Great jazz, very good food and service!","This place exceeded my expectations - no lines, very comfortable seating, we were not squeezed with strangers at our table (as usually happens elsewhere), and the food choices were plenty and what we had was surprisingly good! We had a great evening and made another reservation to come back in 2 weeks for another show. Can't wait! ",2014-10-26,"New_York_City_New_York","UID_31743"
"28906","Casa_Barilla",4,"review_397519094","Great Food at a Great Price","My wife and I found this restaurant more by chance and I'm pleased we did. It is not a restaurant in the classic sense in that you order your food and pay for it up front at the check-out. However not withstanding this minor point the food was of high quality, flavoursome and the portions were large enough. What's more, the cost of the meal was easy on the pocket. This restaurant is well worth a try.",2016-07-26,"New_York_City_New_York","UID_25133"
"65357","Trattoria_Trecolori",4,"review_617798521","Delicious food and lovely ambience. ","Visited on 15th September, while on my business trip in US. It's easy to find a vegetarian friendly Italian restaurant. But having that niche in vegetarian dish was unexpected. Delicious food. For Soups they offered without Chicken broth. This is very common to have chicken broth in soups around US. Main course Pasta with lots of vegetables was out of world. Serving size is too big so be careful while ordering it. Recommended to visit again. ",2018-09-18,"New_York_City_New_York","UID_52727"
"472226","Dos_Caminos",5,"review_468321798","Great Mexican restaurant in Time Square ","This restaurant offers great food and incredible drinks. I recommend you sit at the bar for better service since this place tends to draw crowds. A must when in Times Square",2017-03-18,"New_York_City_New_York","UID_70633"
"287016","Tony_s_Di_Napoli",4,"review_168368193","Great value and plenty of food.","Really enjoyed our visit and our waiter was attentive with plenty of good advice re the dishes served.Seems to be a very popular placewhich is always a good sign>",2013-07-20,"New_York_City_New_York","UID_58756"
"130015","Robert",4,"review_670295912","Great food and amazing view","We made sure to book a table by the window to enjoy the beautiful view. The food is great with a decent variety to choose from, looking forward to go again and try some more of their options! Other reviewers also mentioned the bathroom ""dramatic shimmer screen beads"" at the window: not to be missed indeed!",2019-04-29,"New_York_City_New_York","UID_60298"
"93248","Carmine_s_Italian_Restaurant_Times_Square",4,"review_301345050","Trip to NYC","Great Place!!!, I go to Carmine's every time I am in New York, the ambiance is like you are in the movies the food is really good and one plate is enough  to share between 2 or 3 persons",2015-08-19,"New_York_City_New_York","UID_71563"
"313915","Ellen_s_Stardust_Diner",5,"review_127932909","Excellent on Talent","My son and I went here for lunch. Food is typical diner fare and within reason compared to other places to each lunch at in NY. He had a club sandwich and I the caesar salad. Both were decent, but really the excellent rating is noted for the sheer talent at this eatery. The servers are all up and coming performers, dreaming of the opportunity to appear on Broadway----some folks who worked there are actually on Broadway now! Our server was ""Barbara"" and she belted out a rendition of ""Suddenly Seymour"" from The Little Shop of Horrors that sent chills up my spine. Staff was friendly, and outgoing, willing to take pictures with us. Don't pass this place by....good food and great talent too boot....very entertaining. You might as well be entertained while you spend as much as anywhere else!",2012-04-15,"New_York_City_New_York","UID_179199"
"166231","North_Square_Restaurant_Lounge",5,"review_16252102","go there","nice waitrers and waitresses, excelent food and recepie....specials are really ones, can go there just for a drink also",2008-05-20,"New_York_City_New_York","UID_112732"
"229631","Jams",4,"review_681749718","Brick walls ","Will return.  I like their decorations, exposed brick walls. Decent service. Nothing to complain about.  I’ve the smoked tofu which is yummy but light on salt. Maybe bit more kale? Ha ha ha.  We sat inside. I just couldn’t place myself as the vacuum on a street, not to mention it’s busy.  The music is loud.",2019-06-15,"New_York_City_New_York","UID_67380"
"153448","Comfort_Diner",5,"review_712536183","Vicki and Al Stahl","A wonderful find in busy NYC! The atmosphere, the food, and the service were excellent! Being a foodie, myself I m always interested in finding places exactly like this one and it did not disappoint! The owners go above and beyond to meet you needs and expectations! Dahlia, thank you for your outstanding service! Don t ever change!",2019-09-24,"New_York_City_New_York","UID_106046"
"30248","Benjamin_Steakhouse",4,"review_641551153","Christmas Lunch","Benjamin’s was a nice surprise after several less than par meals in NYC. The concierge recommended them and boy did they hit the spot! The pre-fix menu actually had items everyone liked and they were all fantastic! Steak was cooked perfect and each course was top notch! Even the onion rings were house made, not frozen!! Will definitely come back! ",2018-12-26,"New_York_City_New_York","UID_26159"
"485340","Mulligan_s_Pub",5,"review_695607530","Perfect","Crawled in here in the heat of the day, 90 degrees, around 2pm, bar mostly empty had a beer and a gimlet in the chill A/C. perfect.",2019-08-04,"New_York_City_New_York","UID_12496"
"354096","Blue_Fin",3,"review_396072578","Inconsistent ","We ate at the Blue Fin a few times. Firstly for dinner. It was great! The menu has a great variety and the food it tasty! The service was a bit slow. We ate breakfast here a few times (we were staying in the hotel) and a bowl of berries varies from a massive soup bowl filled with berries versus a few berries in a little bowl.  Coffee was good. Also inconsistent! Some days piping hot!!! Some days perfect. The restaurant has lovely decor and nice menu but the service and inconsistency that lets this restaurant down. ",2016-07-23,"New_York_City_New_York","UID_196067"
"356452","The_Butcher_s_Daughter",5,"review_420345228","Great Brunch Spot","After hearing about this place, a friend and I decided to give it try. Though we walked over 25 minutes to have breakfast here, we were definitely not disappointed. The food is amazing and quite well priced! And a great place to have a healthy meal! The drinks are incredible! We had a 2 Orange fresh juice and the Brass Monkey smoothie (Banana, peanut butter, raw almond) and they were both so good! Although the drinks are a little on the expensive side, they are worth it and very filling! They're also vegan.  The decor is really nice and has a cosy feel to it, without being overcrowded. The staff were also very friendly.  Overall a really good first experience. We will definitely be back!",2016-09-19,"New_York_City_New_York","UID_196899"
"9022","Gato",5,"review_273212458","Pretty much perfect...","Snagged a last minute OpenTable reservation (cancellation!) about 3 minutes before walking in door... Was not prepared for the greatness of the evening... From amazing mixed drinks to appetizer spreads and octopus - to 3 nearly perfect entrées (steak, pork, fish) - the meal - and casual and cozy ambience (and service) couldn't have been better... Dinner for 3 (including sometimes picky college daughter, who was in heaven here) was $250 + tip and worth every penny...",2015-05-19,"New_York_City_New_York","UID_8466"
"65294","Sakagura",5,"review_598041054","A hidden gem on 43th street!  Great for lunch, better for dinner!","I've been eating here for years - always taking new folks to this hidden taste of Japan through the lobby of a building on 43rd street (between 2nd-3rd Aves) and then downstairs, then voila! Upon first walking into the restaurant, you'll notice many of the Aisan clientele are hear because they know this place is great!  Not your typical sushi - no exotic sushi rolls like many peer restaurants, but plenty of excellent quality fish dishes along with a variety of noodles and other interesting delights. Dinner is quite different with a tapas-style menu, which allows for a small group to try a large array of tasty dishes. The sake selection is quite amazing too and Sakagura offers both cold and hot sake - the lower-priced all the way up to high-end bottles. I highly encourage the enthusiasts to try the sake sampler. Not cheap, but a great way to taste several different types of very nice quality sake.  Highly recommended for a memorable experience!",2018-07-20,"New_York_City_New_York","UID_52686"
"137898","Scarpetta",4,"review_344360254","Pleased and startled","For a small family celebration (6 of us), Scarpetta beckoned. The food was as promised: beautifully served, wonderfully prepared, tasted like a million bucks. Waitstaff was attentive and personable. BUT, I cannot for the life of me understand how the price of a undistinguished vodka gimlet (Tito's! Not your high-end bottle) can possibly be priced at $18! Our waiter was apologetic when I asked if perhaps the line for three gimlets @ $54 was a computational error. It was not. It was, I would say, a chutzpah error.",2016-02-01,"New_York_City_New_York","UID_97667"
"66136","Sakagura",5,"review_144410751","Simply amazing!","Fantastic, creative food. And amazing choice of sakes. And delicious deserts, too. Let the staff guide you, they mean business!",2012-11-03,"New_York_City_New_York","UID_53277"
"11016","Mastro_s_Steakhouse",5,"review_253272339","Another steak house alternative - that may become THE place.","So - Mastro's - a recent acquisition of Landry's - definitely delivers on the goods. The New York scene is rife with steak houses - but, I must say this is a happening place. Even on a weekday, there was live music playing that definitely added to the liveliness of the scene. All in all - I would agree that it was loud upstairs, - HOWEVER, if you want to conduct business, requesting a seat downstairs takes care of that issue. The service was EXCELLENT. One thing about Landry's - the training is great - and the Mastro's crew is no different. They know their stuff. The steaks - done perfectly, side dishes awesome - and desert was great. Wine list - extensive. Pricey, but worth it.",2015-02-08,"New_York_City_New_York","UID_10262"
"146378","Robert",5,"review_234635479","The Best","This is by far, the best restaurant we visited during our trip to the United States.  It has a beautiful view of New York, a relaxed and classy atmosphere and the staff are super professional and friendly.  Most importantly though, the food is fantastic. From the breads they placed on the table to the main event, everything was perfect. Even the side salad was delicious! A little hard to find but worth the search. Don't miss an opportunity to visit Robert Restaurant. ",2014-10-15,"New_York_City_New_York","UID_102089"
"420559","La_Mela_Ristorante",3,"review_166330538","NIce but not special","Average Italian fare authentic look and feel. House wine was very good and the meatballs are large and filling partner liked the manicotti. The asparagus appetizer was over cooked and limp",2013-07-04,"New_York_City_New_York","UID_219397"
"63968","Sweet_Chick",4,"review_409020725","Birthday Celebration","The wait was about an hour. Our server was very knowledgeable and helpful. We were a group of ten (10) women celebrating a friend's 35th Birthday. I ordered the shrimp and Grits as well as the fried chicken and waffles. The shrimp and Grits get a 10. The fried chicken and waffles get a five (5). The waffles came to the table cold as did the birthday girl's waffles. After bringing this to the attention of a waiter, he took our plates into the kitchen and microwaved our food instead of giving us fresh waffles. I definitely prefer the Brooklyn location over the Manhattan location.",2016-08-22,"New_York_City_New_York","UID_51771"
"49689","The_Bluebell_Cafe",5,"review_374585132","Great local restaurant","The Bluebell is a great local restaurant away from the main tourist areas. Great friendly service, good food, great value, excellent atmosphere, a good place to unwind.",2016-05-19,"New_York_City_New_York","UID_29858"
"284286","Wo_Hop",4,"review_635515467","A must","This place was suggested to us on the airplane, so we decided to go Saturday night. Waited about 45 minutes, only 14 tables in the place. Offers suxh a wide variety of fresh cooked Chinese Food. Szechuan Shrimp was awesome....wonton soup was the best ever eaten. Sweet and Sour Chicken per my son was the Best Ever. This place has been around many years and well worth the trip to Chinatown if ever in New York ",2018-11-24,"New_York_City_New_York","UID_167060"
"128389","Cafe_Habana",5,"review_487612827","The Hype is real","It was a long walk from the nearest subway station but it was worth it. The Cuban sandwich a hit! The elote was also very good.",2017-05-25,"New_York_City_New_York","UID_92516"
"465926","Hard_Rock_Cafe",3,"review_121163439","Times Square location is convenient, but no windows.","If you're in Times Square and like the Hard Rock Cafes, this is a convenient place to eat as it was for us. But, when in NYC there are so many choices and this just wouldn't be one of mine if my kids hadn't been there. We know everyone likes something there to eat, so that's where we decided to go, but I'm just not a real big Hard Rock fan and when in Times Square I would choose something that looks out on the street. We headed down the stairs and once inside it's just another Hard Rock. Their food is fine, and the service was fine, so if you like other Hard Rocks, you'll like this one, too. I guess I just have a hard time doing chain restuarants while in NYC.",2011-11-28,"New_York_City_New_York","UID_29220"
"442594","Becco",4,"review_145625562","Great atmosphere & good food","Small and crowded, but cozy and fun. Amazing pasta! But be careful not to order too much food. Unless you're extremely hungry getting the daily pasta as a mid course may be too much for you too. We'd definitely go back!",2012-11-17,"New_York_City_New_York","UID_227079"
"45650","Boulud_Sud",5,"review_132258525","Great meal","Food here is very interesting mediterranean fare. We shared a number of plates, all delicious.",2012-06-18,"New_York_City_New_York","UID_38266"
"497058","The_Horny_Ram",5,"review_729865697","Delicious! ","Oh wow—the food was awesome here! My friend had the kale salad and switched out the kale for baby arugula and she said it was fantastic!I ordered the truffle fries—DELICIOUS!!!! I also had the chicken salad—-delicious again! Would DEF go here again! Nice waitstaff!!!",2019-11-30,"New_York_City_New_York","UID_147348"
"158527","Anejo",5,"review_415168292","Relaxing, reasonable  and classy","We stopped here for brunch before catching a matinee. It was a very pleasant afternoon, and we sat on the sidewalk. We were in no hurry, and the wait staff was patient but ready when we were.  Everyone enjoyed their meal. I had the eggs Benedict with chorizo sausage, and it was a pleasant variation. The mexican omelette and the shrimp tacos were also well received. The yuca fries were a nice change from potatoes.  Try the bloody Maria. Only complaint was that the server missed a couple of items we ordered. We were satisfied anyway, and we did not get charged for items we did not get.",2016-09-05,"New_York_City_New_York","UID_53168"
"405394","Bar_Boulud",3,"review_193303708","Good, but not Great","It's hard to put my finger on it. It's a bit like a broadway show that is closing a few months… all the songs were there, all the lines were delivered, but it just didn't feel compelling. The staff seemed to be lacking a little oversight for restaurant in this league--a late deliver of wine for the main course; servers not quite in touch with the waiters; hostesses who seemed feel that ""eating with us is an honor.""  The food was good; interesting. My wife's chicken was perhaps the best bit of chicken breast I've ever tasted. But my chestnut pasta was something that ate well for a few bites, but not something that felt great for an entree. The pates were good; the wine selection interesting but I'm not sure our server steered us in the best directions in terms of food pairing. ",2014-02-06,"New_York_City_New_York","UID_214096"
"253951","Lure_Fishbar",5,"review_117728735","When in NY, we always stop by Lure","I have been to Lure several times now, and everyone I have brought there with me has loved it. The lobster roll is my favorite thing to order, but the sushi is really fresh and delicious too. My Grandma loves the Clam Chowder, my husband likes the tacos. I will definitely be back.",2011-09-05,"New_York_City_New_York","UID_3701"
"96657","Nocello",4,"review_129457757","Excellent choice in Midtown","It is quite impossible to go wrong with this lovely Italian restaurant in west Midtown. This has been a favorite of mine for years and is popular with neighborhood residents. The specials are always something to consider; they will inevitably be well thought out and intriguing. All of the pasta dishes are worth trying, especially the ravioli. Service is attentive and brisk. I must admit one waiter does a little too much ""suggesting"" that will substantially pad the bill if taken. That's the one area of discomfort in an otherwise stellar category of service.",2012-05-06,"New_York_City_New_York","UID_73728"
"485575","Bono_Trattoria",5,"review_494526614","A sumptuous and genuine taste of Umbria","We discovered Bono in an unexpected place: Todi, Italy, a tranquil hill town in Umbria, Tuscany's hot sister. The father of one of Bono's proprietors (Luca Valeriani) lives in Todi and has encouraged the Americans there to eat at his son's trattoria in New York. We called a couple weeks in advance (Bono doesn't take reservations) and chatted with Luca, who was very friendly and gracious. He was going to be away on vacation, but let his colleague Graziella know we were coming. Graziella treated us (my wife, daughter, son-in-law and I) so warmly. The menu -- a blend of Luca's Umbrian flavors and Graziella's Sicilian touch -- is amazing! We shared grilled octopus and bruschetta appetizers, both of which were sumptuous. The pastas -- we had the strangozzi (a hearty Umbrian pasta) with shrimp and the pappardelle with cinghiale (wild boar) -- are handmade and light, yet substantial enough to stand up to seafood and cinghiale. The skirt steak is juicy, cooked to perfection and marinated in a savory blend of garlic, olive oil and spices. The sauteed chicken cutlet with lemon was simple, moist and exquisitely seasoned. We didn't get to try the pizza, but the brick oven tells me that it's done in the Neapolitan style (with an Umbrian twist) and is undoubtedly incredible. For those who have been to Umbria, Bono's simple but elegant cuisine will make you feel as though you are there again. If you haven't been to Umbria, one meal at Bono will put the green heart of Italy on your bucket list. We can't wait to go back -- to Umbria and to Bono. Grazie to Luca and Graziella for this absolute gem of a trattoria.",2017-06-20,"New_York_City_New_York","UID_37657"
"453161","The_View_Restaurant_Lounge",3,"review_142094226","Over-priced buffet with spectacular views!","Food was very average and prices high as the view. The service was excellent and the views were spectacular. It was a treat to see the lights and buildings pass by as we ate and drank. Many folks were not even aware Manhattan had a revolving dining venue.",2012-10-05,"New_York_City_New_York","UID_123688"
